County,Station Number,name,Height(m),Easting,Northing,Latitude,Longitude,Open Year,Close Year
Antrim,5880,LH_RATHLIN_WEST,10,309200,451800,551803,61649,2000,
Carlow,4415,TULLOW (Waterworks),76,284700,173400,524819,64435,1985,
Carlow,2414,BORRIS G.S.,85,272400,150700,523610,65550,1944,1991
Carlow,1214,CARLOW (SUGAR FACTORY),58,272200,178400,525105,65540,1953,1960
Carlow,115,HACKETSTOWN RECTORY,182,297600,180500,525200,63300,1910,1944
Carlow,4214,CARLOW (AGR.RES.STN.),55,272600,177900,525050,65520,1960,1968
Carlow,3614,GRAIGUENAMANAGH,27,271100,143100,523205,65705,1951,1998
Carlow,3315,BUNCLODY(CARRICKDUFF)G.S.,61,290500,157000,523925,63945,1973,1984
Carlow,3115,TULLOW (HARDYMOUNT HSE.),79,284000,172500,524750,64515,1963,1965
Carlow,9914,M.BLACKSTAIRS MTNS.(KNOCKROE),539,282000,149800,523535,64725,1950,2000
Carlow,6114,POLLMOUNTY FISH FARM,24,274500,135545,522800,65410,1987,
Carlow,2214,LEIGHLINBRIDGE G.S.,56,268900,165200,524400,65850,1944,1984
Carlow,514,CARLOW (BROWNE'S HILL),55,275400,175800,524940,65250,1866,1959
Carlow,1414,BAGENALSTOWN (FENAGH HSE.),106,277400,161300,524150,65120,1866,1986
Carlow,6014,CLASHGANNA MILLS,27,273800,146200,523345,65440,1987,1989
Carlow,375,OAK PARK,62,273000,179500,525140,65455,2003,
Carlow,5914,BAGENALSTOWN (KILDREENAGH),128,274900,163400,524259,65330,1985,2001
Carlow,4515,TULLOW (Ardoyne Glebe),79,288200,169800,524619,64136,1985,
Carlow,1014,GLYNN G.S.,50,274400,139100,522955,65415,1946,1960
Carlow,5314,BAGENALSTOWN (FENAGH II),104,277700,161500,524157,65104,1982,1989
Carlow,4814,CARLOW (Oak Park),61,273000,179500,525140,65455,1967,1996
Carlow,7414,BORRIS,86,272508,150661,523610,65550,1890,1895
Carlow,6214,BAGENALSTOWN (RATHELLIN),52,270000,163500,524305,65750,1990,1993
Carlow,2015,RATHVILLY G.S.,122,288000,181700,525245,64135,1949,1988
Carlow,515,TULLOW (MT.ST.JOSEPH'S),79,285800,171800,524725,64340,1949,1960
Carlow,2115,HACKETSTOWN (Voc.Sch.),189,297500,179900,525140,63310,1949,
Carlow,1815,BALLON G.S.,82,282900,166500,524435,64620,1949,1980
Carlow,6914,GARRYHILL (MILLTOWN),107,278600,158700,524026,65015,2003,2005
Carlow,2114,CARLOW (TRANS.STN.),55,271300,176700,525010,65630,1944,1971
Cavan,9937,M.SWANLINBAR FOREST,183,220700,321700,540838,74100,1995,1999
Cavan,2637,COOTEHILL (VOC.SCH.),107,259800,314500,540435,70510,1951,1968
Cavan,738,KINGSCOURT G.S.,105,278600,295900,535425,64815,1943,1988
Cavan,237,BALLYCONNELL G.S.,55,227400,319000,540710,73450,1942,1959
Cavan,2431,BAILIEBORO' G.S.,162,267700,296900,535500,65810,1944,1966
Cavan,637,CROSSDONEY (KEVIT CASTLE),64,238200,301200,535730,72505,1923,1975
Cavan,631,VIRGINIA (FOR.STN.),96,258100,287800,535010,70700,1942,1950
Cavan,2937,BALLINAGH G.S.,93,238900,298400,535600,72425,1951,1968
Cavan,1330,FINEA (MAUGHERA HATCHERIES),70,241500,284000,534815,72210,1956,1972
Cavan,1437,REDHILLS G.S.,66,244700,317300,540610,71900,1942,2000
Cavan,737,BALLYHAISE (AGR.COLL.),67,245200,311600,540305,71835,1923,2005
Cavan,3037,SWANLINBAR,69,219400,327500,541145,74210,1942,2018
Cavan,1431,MULLAGH G.S.,107,269600,285100,534840,65635,1942,1989
Cavan,1337,CAVAN (TRANS.STN.),88,242100,305500,535950,72130,1942,1987
Cavan,675,BALLYHAISE,78,245200,311600,540305,71835,2003,
Cavan,3131,VIRGINIA G.S.,91,260400,287500,535000,70455,1951,1990
Cavan,3631,BAILIEBORO' CASTLE,152,266200,298100,535540,65930,1958,1973
Cavan,3437,COOTEHILL (COMP. SCH.),98,261100,313800,540410,70400,1968,1969
Cavan,430,BALLYJAMESDUFF G.S.,110,252300,290800,535150,71220,1942,1984
Cavan,1737,GOWNA (SALLAGHAN BRIDGE),76,232700,293100,535310,73010,1944,1973
Cavan,837,SHERCOCK G.S.,110,272100,305900,535950,65400,1942,1987
Cavan,4337,CAVAN LORETO COLLEGE,64,241200,307200,540045,72218,1985,2011
Cavan,4037,LOUGH GOWNA (GLENBROOK),91,231200,292100,535240,73130,1973,2009
Cavan,4031,BAILIEBORO (Duneena),158,264460,299820,535638,70109,1973,
Cavan,1530,LAVAGH (BALLYHEELAN),90,244100,286700,534940,71950,1972,1977
Cavan,4137,CAVAN (Drumconnick),88,239685,305290,535944,72344,1984,2019
Cavan,4131,BAILIEBORO (Leiter),155,264850,298560,535557,70048,1973,
Cavan,4437,KILNALECK (Omard),119,243600,290000,535126,72014,1985,1996
Cavan,437,KILLESHANDRA G.S.,64,231000,307400,540055,73140,1951,1959
Cavan,4637,BALLYCONNELL (Mullaghduff),84,228200,317700,540626,73408,1985,
Cavan,4537,KILLESHANDRA TOWN LAKE,61,231100,308200,540120,73129,1985,2000
Cavan,4837,COOTEHILL (VICARS HILL),91,258500,312000,540314,70625,1992,1994
Cavan,337,BLACKLION G.S.,65,208000,338100,541730,75240,1942,1961
Cavan,5037,BELTURBET (Naughan),76,236700,320700,540802,72620,1993,
Cavan,4937,COOTEHILL (Mountain Lodge),189,258300,303300,535833,70643,1993,1993
Cavan,1930,KILNALECK TULLYBOY CROSSERLOUGH,119,246000,288700,535046,71805,1987,1989
Cavan,5431,VIRGINIA (MURMOD),122,260600,289100,535052,70447,2001,2007
Cavan,5137,ARVA (KILGARVE),76,227700,295300,535424,73440,1995,1996
Cavan,537,STRADONE PARK,82,250100,304200,535905,71410,1952,1959
Cavan,5837,KILLESHANDRA (Bawn),72,230000,306900,540036,73234,2000,2019
Cavan,1937,BELTURBET (VOC.SCH.),70,236500,316900,540600,72630,1944,1989
Cavan,5637,TULLYCO (Artonagh),140,254260,306235,540009,71024,2000,
Cavan,5885,KILCOGY_WWTP,94,238030,287225,535000,72523,2019,
Cavan,2037,CUILCAGH MTNS.,290,212990,324125,540957,74805,1944,
Cavan,2030,BALLYJAMESDUFF (Kilcully),125,252600,290200,535130,71203,1997,
Cavan,1037,TULLYVIN G.S.,79,256200,311500,540300,70830,1942,1983
Cavan,6031,VIRGINIA,94,260855,287605,535004,70435,2007,
Cavan,530,FINEA G.S.,68,240100,281400,534650,72330,1944,1984
Cavan,6537,TULLYVIN_(Cornabragher),91,256900,311400,540255,70752,2012,2013
Cavan,6337,ARVAGH (Cormore),131,230200,295800,535438,73223,2010,
Cavan,6637,KILLESHANDRA-Drumroosk,64,231350,305700,535959,73122,2019,
Cavan,6737,CLOVERHILL,62,243135,315105,540500,72030,1896,1933
Cavan,7985,Loughan_House,73,205480,337795,541720,75460,2020,
Cavan,1137,KILNALECK G.S.,113,244800,290100,535130,71910,1942,1986
Cavan,329,GLENGEVLIN G.S.,150,207100,327300,541140,75330,1928,1963
Clare,1218,TULLA,57,148865,179955,525206,84536,1943,
Clare,1217,DOONBEG,12,97700,165600,524354,93050,1984,2001
Clare,2519,MOUNTSHANNON G.S.,34,171200,186900,525555,82540,1943,1989
Clare,2518,CRUSHEEN (Cloonawillin),46,139960,183120,525345,85334,2007,
Clare,2618,CRUSHEEN (Ballinruan),177,144850,187075,525555,84915,2014,
Clare,121,NEW QUAY G.S.,7,126800,212500,530931,90540,1943,1952
Clare,1317,KILMIHIL (Shyan),96,107980,165270,524352,92146,1984,
Clare,117,DOOLIN G.S.,11,107200,196800,530050,92300,1943,1952
Clare,717,DOONBEG G.S.,12,97500,165500,524350,93105,1951,1982
Clare,2921,LISDOONVARNA (Treatment Plant),80,112140,197810,530127,91836,2005,
Clare,418,DROMOLAND CASTLE,12,139100,170195,524647,85412,1923,
Clare,718,COROFIN,29,128220,189095,525653,90407,1943,
Clare,1418,QUIN G.S.,26,141600,174500,524905,85200,1951,1987
Clare,1417,MULLAGH (Carrowlagan),56,105540,172755,524752,92404,1984,
Clare,417,INAGH (Mt.Callan),122,116600,177415,525030,91418,1897,2019
Clare,3385,CARRON,131,127755,198250,530149,90439,2019,
Clare,719,FEAKLE FLAGMOUNT,179,157500,192700,525900,83800,1940,1943
Clare,1511,KILDYSART G.S.,36,125200,158800,524030,90620,1943,1985
Clare,1518,CARRON N.S.,125,128100,199100,530215,90420,1958,1972
Clare,118,CARRON G.S.,150,127900,198900,530210,90430,1943,1956
Clare,3511,LABASHEEDA G.S.,9,115500,153100,523720,91450,1951,1989
Clare,3411,CARRIGAHOLT G.S.,14,84300,151200,523600,94230,1951,1983
Clare,1517,ENNISTYMON,58,113200,188900,525637,91728,1985,1985
Clare,3585,TULLA WTP,29,149065,178575,525122,84525,2019,
Clare,1521,BALLYVAUGHAN,15,123200,207600,530650,90850,1960,1977
Clare,4011,ARDNACRUSHA (Gen.Stn.No.2),28,158520,161835,524223,83652,1952,
Clare,1621,BALLYVAUGHAN (GRAGAN WEST),216,119800,202400,530400,91150,1968,1970
Clare,819,TUAMGRANEY (RAHEEN HSE.),51,165600,183000,525350,83040,1924,1964
Clare,818,CRUSHEEN G.S.,34,139500,187900,525620,85400,1943,1990
Clare,817,LAHINCH G.S.,8,109600,187600,525555,92040,1951,1984
Clare,221,FANORE G.S.,34,114700,208700,530720,91630,1952,1962
Clare,3911,KILRUSH (DIST.HOSP.),24,99600,155500,523830,92900,1952,1974
Clare,1618,BALLYVAUGHAN (CORKSCREW HILL),204,119700,201700,530335,91150,1961,1979
Clare,1617,LISDOONVARNA (CAHERMACNAGHTEN),175,119600,199900,530237,91155,1985,2005
Clare,1611,SIXMILEBRIDGE G.S.,14,147700,165900,524430,84630,1943,1972
Clare,3785,INAGH (Mount Callan),107,116605,177420,525030,91418,2019,
Clare,1721,BALLYVAUGHAN (GREGAN'S CASTLE),64,120700,203500,530435,91100,1968,1969
Clare,1718,CARRON,145,127780,198525,530158,90438,1974,2019
Clare,1717,ENNISTYMON (Ballymacraven),57,113945,190220,525722,91652,1987,2001
Clare,1711,BROADFORD G.S.,34,157300,172900,524820,83800,1943,1964
Clare,911,KNOCK G.S.,9,109700,153800,523740,92000,1943,1961
Clare,4519,SCARIFF G.S.,46,163900,184000,525420,83210,1951,1999
Clare,1818,KILMALEY A.F.T.,98,121500,175900,524942,90955,1983,2010
Clare,1817,QUILTY (SEAFIELD),9,100500,174100,524832,92832,1992,1999
Clare,918,KILFENORA G.S.,65,118100,193800,525920,91310,1943,1969
Clare,917,CONNOLLY G.S.,94,120400,176000,524945,91050,1951,1965
Clare,517,KILKEE G.S.,11,89000,160100,524050,93830,1943,2013
Clare,317,QUILTY G.S.,15,101900,174800,524855,92720,1951,1961
Clare,5211,KILRUSH BALLYNOTE WEST,27,100500,153800,523734,92812,1984,2000
Clare,5119,KILLALOE O.P.W.,40,170400,172700,524815,82620,1957,1983
Clare,5311,MONEYPOINT E.S.B.,20,103065,152070,523642,92554,1986,2020
Clare,1918,NEWMARKET-ON-FERGUS LATOON,15,138000,171100,524716,85511,1984,1999
Clare,518,SHANNON AIRPORT,15,137900,160300,524125,85505,1937,
Clare,5480,LH_LOOP_HEAD,70,69000,147300,523340,95556,2000,
Clare,1917,DOONBEG (MCGRATH'S POINT),11,96900,166900,524437,93137,1999,2000
Clare,5519,TUAMGRANEY (RAHEEN NURSERIES),82,165800,182400,525330,83030,1960,1960
Clare,218,ENNIS CAPPALEA,113,127000,177000,525020,90500,1945,1953
Clare,1017,KILMIHIL (VOC.SCH.),79,110700,164600,524330,91920,1966,1969
Clare,1018,LISACASEY G.S.,81,122200,166500,524440,90910,1943,1988
Clare,2017,QUILTY,15,101580,174770,524855,92738,1999,
Clare,5911,CRAGGAUNOWEN,61,146685,173435,524835,84729,1993,2020
Clare,6019,KILLALOE DOCKS,40,169785,173265,524836,82656,1983,
Clare,2118,CRUSHEEN (CAHERPHUCA),37,139200,187500,525605,85418,1993,2006
Clare,2117,KILKEE (Moveen),30,85930,155935,523835,94109,2013,2019
Clare,1118,ENNIS GORTNAGANNIV,67,127200,174800,524910,90450,1943,1962
Clare,6611,KILBANE (Clongaheen),61,160830,172980,524824,83454,2014,
Clare,6811,BROADFORD (HURDLESTOWN),51,157220,172734,524815,83807,1900,1936
Clare,6711,KILDYSART (Cappanavarnogue),36,124440,157055,523935,90703,2014,
Clare,7011,LOOPHEAD-Kilbaha_Sth,59,70560,147645,523354,95435,2020,
Clare,6819,SCARRIFF (Fossabeg),50,163685,185030,525455,83226,1999,
Clare,2218,NEWMARKET-ON-FERGUS (Langough),30,139780,169680,524631,85335,2001,2017
Clare,2217,ENNISTYMON (Deerpark),46,113525,188470,525625,91713,2001,
Clare,217,COORACLARE G.S.,29,103900,162500,524220,92520,1943,1956
Clare,1117,DOO-LOUGH,84,110720,173015,524804,91928,1982,
Clare,2321,BALLYVAUGHAN (Ballyconry),23,121735,208555,530720,91011,1984,2018
Clare,617,MILTOWN MALBAY G.S.,55,106100,179800,525140,92340,1943,1984
Clare,2318,CORROFIN (Soheen),61,128490,184060,525411,90348,2001,
Clare,2317,ENNISTYMON HOUSE,11,112838,188594,525629,91751,1900,1919
Clare,618,ENNIS G.S.,6,133900,177800,525050,85850,1943,1985
Clare,318,ENNIS KNOCKATUNNA,128,124900,171800,524730,90650,1945,1953
Clare,2418,DROMOLAND GOLF CLUB,72,139400,170500,524656,85353,2005,2010
Clare,2419,FEAKLE G.S.,98,156100,186200,525530,83910,1943,1970
Clare,9917,M.MOUNT CALLAN I,343,114800,177500,525030,91555,1982,2002
Cork,102,KINSALE (Nohoval Rectory),54,172400,51700,514300,82400,1940,1945
Cork,10006,MITCHELSTOWN CASTLE,104,180849,113177,521613,81653,1900,1924
Cork,2504,BALLINAGREE (HORSEMOUNT),162,135400,79800,515800,85625,1948,1977
Cork,2502,KILBRITTAIN G.S.,32,152300,47000,514025,84125,1950,2012
Cork,2501,BANTRY (Maulikeeve),156,105795,54450,514406,92152,2015,
Cork,2485,BALLINCURRIG (Peafield),161,186285,84265,520039,81202,2019,
Cork,2506,RATHCORMAC G.S.,55,180600,91600,520435,81700,1944,1995
Cork,2604,BALLYVOURNEY (Clountycarty),152,121000,71500,515325,90850,1948,2017
Cork,2602,BALLINEEN G.S.,46,134500,54000,514405,85655,1950,1987
Cork,2601,BANTRY (Deerpark House),35,98110,47640,514021,92825,2019,
Cork,2585,CLONAKILTY (Agri College),46,141110,41785,513734,85104,2019,
Cork,1303,EYERIES G.S.,47,65000,50300,514120,95710,1950,1970
Cork,2606,FERMOY G.S.,31,181000,98400,520815,81640,1944,1980
Cork,1302,SCHULL G.S.,3,93000,31700,513140,93230,1948,1985
Cork,1301,KEALKILL(MAUGHANACLEA),152,109500,57000,514530,91840,1978,1990
Cork,1304,CORK (UNIV.COLL.FARM),23,163800,69600,515240,83135,1940,1982
Cork,404,CORK (ROCHELLE SCHOOLS),15,167100,69300,515230,82840,1936,1959
Cork,2704,GOUGANEBARRA,183,109500,66000,515020,91850,1948,2009
Cork,101,BANTRY(The Old Rectory),61,98600,48900,514100,91300,1936,1940
Cork,2702,CLONAKILTY G.S.,18,138500,41800,513730,85315,1950,1964
Cork,1306,NEWMARKET G.S.,157,131800,107400,521250,85950,1944,1986
Cork,2685,INISHCARRA WTP,110,153925,72585,515415,84013,2019,
Cork,2711,RATHLUIRC (TRANS.STN.),114,153400,121900,522050,84100,1944,1969
Cork,2706,KILWORTH G.S.,69,182900,102800,521035,81500,1944,1975
Cork,401,BANTRY (DRUMCLUGH),146,106300,51800,514240,92120,1948,1952
Cork,702,CASTLETOWNSHEND (SEAFIELD),12,119100,31800,513200,91000,1914,1943
Cork,701,KILCROHANE G.S.,40,81900,37800,513450,94215,1950,1960
Cork,2804,DONOUGHMORE,200,149200,82100,515920,84420,1948,2020
Cork,2802,KINSALE (Voc.Sch.),30,163475,50450,514221,83145,1952,
Cork,2785,DUNMANWAY WWTP,59,124010,52590,514316,90601,2019,
Cork,704,MIDLETON S.W.S.,11,185900,72500,515415,81220,1946,1955
Cork,406,RATHCOOLE G.S.,99,133100,94100,520540,85835,1944,1956
Cork,706,MALLOW (Hazelwood),94,155600,104500,521125,83900,1925,
Cork,2902,DRINAGH (CO-OP.LTD.),91,119800,44200,513840,90930,1962,1972
Cork,2906,MALLOW (SUGAR FACTORY),52,151900,97400,520735,84210,1950,1985
Cork,2904,BALLINAGREE (Mushera),351,135700,85500,520105,85610,1948,2005
Cork,1402,DUNMANWAY G.S.,61,123300,52800,514320,90635,1948,1997
Cork,1401,CASTLETOWNBERE (SOUTH DRUM),20,66900,45000,513830,95523,1981,1982
Cork,1406,KANTURK (Voc.Sch.),104,138400,103300,521040,85400,1944,2020
Cork,1404,CROOKSTOWN G.S.,61,144200,67300,515120,84835,1942,1990
Cork,3004,BALLINGEARY (Voc.Sch.),91,115000,67100,515100,91400,1948,
Cork,3002,CAPE CLEAR,9,95300,22100,512630,93020,1963,1963
Cork,3104,CLOYNE G.S.,26,191500,67800,515145,80725,1950,1988
Cork,3102,"KINSALE (ST.JOSEPH,S CONVENT)",43,163700,50100,514205,83135,1963,1974
Cork,3210,ROCKCHAPEL,259,122800,116000,521724,90755,2010,
Cork,3202,SKIBBEREEN (VOC.SCH.),24,112400,33900,513305,91545,1964,1980
Cork,3185,MALLOW (Hazelwood),110,155425,104465,521126,83909,2019,
Cork,3204,CARRIGALINE G.S.,6,173000,62600,514855,82330,1950,1994
Cork,3302,CLONAKILTY (DUNOWEN HSE.),55,137200,34000,513320,85420,1969,1971
Cork,3304,PASSAGE WEST G.S.,6,177200,68200,515155,81950,1950,1994
Cork,1502,BANDON (VOC.SCH.),34,149000,55500,514500,84420,1948,1972
Cork,1501,CASTLETOWNBERE SOUTHDROUM II,27,67000,45000,513830,95515,1982,2006
Cork,1504,RATHDUFF G.S.,138,159800,84800,520050,83510,1942,2013
Cork,3404,GLANMIRE (NORTHESK),5,173800,72500,515415,82250,1952,1960
Cork,1506,MEELIN G.S.,238,129700,113000,521550,90145,1944,1979
Cork,3402,SHERKIN ISLAND,20,100820,25760,512835,92542,1972,
Cork,804,FARMER'S CROSS (CORK APT.SITE),165,166700,66200,515050,82900,1959,1962
Cork,775,SherkinIsland,21,100781,25801,512835,92540,2004,
Cork,3502,KINSALE (RATHBEG),52,163700,51200,514245,83130,1974,1989
Cork,802,CLONAKILTY (SHANNON VALE),41,138900,44500,513900,85300,1957,1966
Cork,3506,MILLSTREET G.S.,126,127200,90300,520335,90340,1952,1974
Cork,3504,CROSSHAVEN G.S.,6,179000,61200,514810,81815,1952,1993
Cork,801,DURRUS G.S.,9,94500,41900,513710,93125,1950,1987
Cork,3602,LOUGH HYNE,24,109800,29000,513025,91800,1976,1977
Cork,806,MILLSTREET CONVENT,126,126700,90300,520335,90410,1936,1988
Cork,3606,FERMOY (Moore Park),55,181900,101400,520950,81550,1961,2010
Cork,3604,CARRIGADROHID (Gen.Stn.),65,140640,71950,515350,85147,1953,
Cork,3611,MILFORD G.S.,140,141000,120700,522005,85155,1951,1987
Cork,3706,RATHLUIRC (FOR.STN.),131,157300,118500,521900,83735,1962,2012
Cork,3704,INISHCARRA (GEN.STN.),24,154500,72200,515400,83940,1954,
Cork,3702,CASTLETOWNSHEND (THE ROCKET HOUS,8,118500,30900,513130,91027,1981,2000
Cork,1601,KILCROHANE (ROSSKERRIG),49,84700,38400,513510,93947,1984,1987
Cork,1606,BUTTEVANT G.S.,96,154100,108700,521340,84020,1944,2002
Cork,1604,MACROOM G.S.,75,133700,73200,515425,85750,1942,1996
Cork,1602,DRIMOLEAGUE G.S.,61,112500,45800,513930,91555,1948,1990
Cork,3806,YOUGHAL (ST.RAPHAEL'S HOSP.),70,210100,77500,515700,75110,1963,2012
Cork,3802,INNISHANNONN (SKEVENISH),91,153900,59000,514653,84005,1981,1985
Cork,3804,MACROOM (Renaniree),198,120100,72600,515400,90940,1959,
Cork,3906,BALLYDESMOND (EAST) G.S.,207,116000,103600,521040,91340,1964,1967
Cork,3904,CORK AIRPORT,155,166500,66200,515050,82910,1961,
Cork,3902,SCHULL WHITE CASTLE COTTAGE,59,95000,31400,513131,93047,1982,2007
Cork,4004,SHANAGARRY (IMOKILLY ORCHARDS),15,198100,67300,515130,80140,1966,1972
Cork,4002,BALLINEEN,46,134300,54000,514403,85705,1985,2012
Cork,4104,CARRIGNAVAR COLL.,107,167700,81300,515900,82815,1966,1973
Cork,4102,BANDON (COOLFADDA),94,148100,55400,514454,84506,1985,2000
Cork,1702,BALLYDEHOB G.S.,20,98700,35100,513335,92740,1948,1985
Cork,1701,GLENGARRIFF (ROSSDOON),6,93500,56400,514500,93235,1990,2008
Cork,504,DOUGLAS RECTORY,30,170200,68400,515200,82600,1941,1949
Cork,4206,YOUGHAL (SERVICE RESERVOIR),79,209400,78000,515715,75150,1944,1962
Cork,4202,ROSSCARBERY (Froe),37,128320,38460,513541,90206,1985,
Cork,304,CLOYNE (THE DEANERY),24,191800,66900,515115,80710,1935,1951
Cork,4204,CORK (Clover Hill),20,171100,70400,515305,82510,1975,2014
Cork,1704,BALLYVOURNEY G.S.,129,119700,77700,515645,91005,1942,1985
Cork,4304,MIDLETON (TEMPLENACARRIGA),110,186700,78900,515745,81135,1976,1993
Cork,4302,SKIBEREEN (WaterTreatmentPlant),12,111990,36460,513428,91613,1988,
Cork,1706,DONERAILE G.S.,79,160000,107200,521255,83505,1944,1985
Cork,4404,BALLYMACODA (Mountcotton),64,205500,69900,515255,75515,1976,
Cork,4402,BALLINTRIDEEN,91,169200,57100,514557,82645,1994,2005
Cork,502,BANDON (FLORAVILLE),64,148200,55600,514500,84500,1940,1948
Cork,4406,KILDORRERY G.S.,94,170800,110400,521440,82540,1944,1962
Cork,501,BANTRY (GLANCREAGH),174,107900,52700,514310,92000,1954,1957
Cork,4506,MITCHELSTOWN CONVENT,119,181900,112600,521555,81555,1968,1981
Cork,4502,DRIMOLEAGUE (Angram),50,110550,44075,513833,91734,1994,
Cork,902,GLANDORE RECTORY,46,122000,35300,513355,90730,1946,1949
Cork,302,COOLKELURE HOUSE,158,117800,53300,514335,91125,1948,1948
Cork,4504,CARRIGTUOHILL (TIBBOTSTOWN),119,181100,76300,515620,81630,1976,1979
Cork,901,KEALKIL G.S.,61,104500,55400,514435,92300,1950,1969
Cork,4604,CASTLEMARTYR (Dower Br.),6,198000,72900,515430,80145,1976,1985
Cork,4602,BALLINEEN (Carbery),42,132510,53585,514352,85839,1995,
Cork,904,CORK (UNIV.COLL.),17,166300,71300,515335,82925,1862,1994
Cork,1806,MITCHELSTOWN G.S.,105,181600,112500,521550,81610,1944,1979
Cork,301,BANTRY (VOC.SCH.),5,99600,48600,514050,92705,1941,1973
Cork,4704,CLOYNE (BALLYMACANDRICK),64,190400,64300,514950,80820,1976,1990
Cork,1801,BANTRY (DROMLEIGH),67,99800,47800,514026,92657,1992,1996
Cork,4702,LISHEEN,40,103530,31055,513128,92327,1997,2016
Cork,1804,TARELTON G.S.,155,132300,65800,515025,85855,1942,1992
Cork,1802,CLONAKILTY (Agri.Coll.),79,141395,42310,513751,85050,1948,1994
Cork,4804,DUNGOURNEY (Ballyeightragh),157,194800,83100,520000,80430,1976,2011
Cork,4802,GOLEEN,48,81850,29510,513023,94209,1997,
Cork,4806,FERMOY (COOLNAKILLA),213,176400,94900,520620,82040,1978,1992
Cork,4904,KILLEAGH (Monabraher),98,201000,80600,515840,75910,1976,
Cork,4902,DUNMANWAY (Demesne),78,123720,53350,514340,90617,1998,
Cork,4906,CONNA (Carrigeen Hill),70,195500,95500,520640,80355,1981,2002
Cork,5002,BALLINEEN (Caherkirky),165,131800,49115,514127,85913,1999,
Cork,201,GLENGARRIFF (Ilnacullin),7,93200,54700,514405,93245,1914,
Cork,5006,ARAGLEN TROUT FARM,91,190800,105500,521204,80804,1981,1982
Cork,5004,SHANAGARRY NORTH,27,197600,67500,515135,80205,1976,
Cork,5080,LH_FASTNET,10,88400,16400,512322,93611,2000,
Cork,202,KINSALE (Walton Court),15,169900,49800,514200,82610,1945,1951
Cork,5106,BALLYDINEEN DONERAILE,143,159900,105200,521150,83510,1982,1984
Cork,5102,BANDON (Hillview),67,149300,54700,514433,84403,1999,2010
Cork,5104,CORK (Fota Island),14,179200,71400,515340,81810,1977,1990
Cork,1902,TIMOLEAGUE G.S.,12,147000,43500,513830,84555,1948,1991
Cork,106,KANTURK (Castlecor),107,148400,106200,521220,84515,1936,1958
Cork,5180,LH_ROCHES_POINT,27,182400,60100,514735,81517,2000,
Cork,1901,COOMCLOGH,240,112595,58085,514608,91601,1993,
Cork,1904,COACHFORD G.S.,68,145500,73200,515430,84730,1942,1991
Cork,5206,NEWMARKET BALLINATONA P.H.,192,128400,112300,521528,90257,1982,
Cork,5204,MACROOM (Curraleigh),229,126300,80700,515825,90420,1977,
Cork,5202,CLONAKILTY (Castleview),38,142865,44200,513853,84934,1999,2018
Cork,5304,BALLINACURRA NO.2,17,188900,71500,515344,80943,1984,2002
Cork,5302,DUNMANWAY (KEELARAHEEN),137,122100,57300,514547,90742,2000,2010
Cork,1006,BALLYDESMOND G.S.,198,115200,103900,521050,91425,1941,1964
Cork,1001,CASTLETOWNBERE G.S.,5,67600,45900,513900,95445,1952,1998
Cork,5402,BELGOOLY,38,165785,53425,514358,82945,2004,
Cork,5404,CORK MONTENOTTE,94,169300,72600,515417,82647,1984,
Cork,1002,INNISHANNON G.S.,8,154700,57000,514550,83920,1950,1962
Cork,1004,ROCHES POINT,43,183100,60100,514735,81440,1873,2008
Cork,5511,MILFORD G.S. II,107,141700,121500,522032,85122,1987,2000
Cork,5502,BANDON WATERWORKS,105,143995,55510,514459,84842,2010,
Cork,5504,CORK (Douglas),50,170800,69400,515233,82529,1984,2014
Cork,5606,KILDORRERY,107,171300,110600,521446,82513,1984,1994
Cork,5604,UPTON,64,154100,59500,514709,83957,1984,1986
Cork,2002,SKIBBEREEN G.S.,9,112500,33500,513250,91540,1949,1964
Cork,5602,BANDON (The Gully),60,147895,54580,514430,84518,2012,2018
Cork,2001,KEALKILL EAST,73,105900,56200,514500,92144,1993,2008
Cork,5702,BALLINSPITTLE (Kilkerran),100,158895,47685,514050,83542,2012,
Cork,2006,BALLYNOE G.S.,97,193100,89700,520335,80600,1944,1996
Cork,5706,CASTLEMAGNER,98,142500,103800,521059,85027,1984,2018
Cork,5704,AHERLAMORE,122,150000,66600,515057,84334,1985,
Cork,2004,MACROOM (GLENDAV FOREST),287,123300,80400,515815,90700,1942,1974
Cork,5785,GLENGARRIFF_Ilnacullin,10,93335,54840,514411,93241,2020,
Cork,5806,FREEMOUNT PUMPING STATION,137,139300,113900,521625,85320,1984,
Cork,5802,BANDON (Killountain),73,146045,54330,514421,84654,2018,2019
Cork,5804,WATERGRASSHILL (Tinageragh),182,176000,84675,520051,82101,1988,
Cork,5904,CORK (FOTA ISLAND) II,12,180000,72000,515400,81725,1990,1998
Cork,5902,CAHERAGH,30,110120,42183,513732,91755,1910,1935
Cork,5906,BOHERBOE,183,125000,102700,521016,90547,1985,1990
Cork,6002,CLONAKILTY (SHANNON VALE),41,138911,44474,513900,85300,1910,1931
Cork,6004,CARRIGALINE-Kilnagleary,24,174000,61600,514822,82235,1992,2019
Cork,306,ARAGLEN G.S.,94,192700,106100,521225,80625,1944,1958
Cork,6104,MUSKERRY (GOLF CLUB),46,158000,74300,515510,83637,1995,
Cork,6102,DUNMANWAY,62,123326,52723,514320,90637,1905,1937
Cork,6106,CASTLETOWNROCHE (NAGLESBOROUGH),67,167400,103400,521053,82837,1985,1986
