County,Station Number,name,Height(m),Easting,Northing,Latitude,Longitude,Open Year,Close Year
Kildare,7114,MOONE (STERRICK HALL),107,277700,193700,525919,65035,2003,2006
Kildare,7214,Lullymore_Nature_Centre,85,270500,225900,531644,65632,2010,
Kildare,7385,CURRAGH_RACECOURSE,110,277035,213770,531009,65056,2021,
Kildare,7514,MONASTEREVIN (MOORE ABBEY GARDEN,72,263031,208809,530735,70333,1898,1918
Kildare,7723,NAAS (GOWRAN GRANGE),131,290800,215300,531050,63830,1973,1997
Kildare,8123,CELBRIDGE (ARDRASS HOUSE),66,294300,230900,531912,63507,1981,2016
Kildare,8323,MAYNOOTH,59,293100,238100,532305,63604,1983,1983
Kildare,614,ATHY (MOONE),98,278700,192500,525840,64940,1935,1958
Kildare,8423,NAAS (OSBERSTOWN),84,287300,220000,531325,64136,1985,
Kildare,8523,NEWBRIDGE (OLD CONNELL HOUSE),94,281300,216000,531117,64703,1985,1987
Kildare,8823,STRAFFAN (TURNINGS),70,291700,227000,531707,63728,1996,
Kildare,8923,NAAS (NEWLAND NORTH),93,286400,217100,531150,64223,1996,2000
Kildare,2323,CLONGOWES WOOD COLL.,73,287700,229800,531840,64100,1904,1966
Kildare,9323,SALLINS (KERDIFFSTOWN),91,290400,222900,531454,63845,1999,2016
Kildare,9923,Eadestown-Carters_Hill,168,295055,218160,531220,63441,2013,2014
Kilkenny,2513,THOMASTOWN (KILMURRY HSE.),49,260100,144000,523240,70650,1946,1978
Kilkenny,2613,INISTIOGE G.S.,20,264400,137500,522905,70305,1946,1984
Kilkenny,1285,THOMASTOWN (Mt Juliet),46,254935,141785,523130,71126,2018,
Kilkenny,1313,KILKENNY (CO.HOSP.),64,250000,157100,523945,71540,1945,1967
Kilkenny,2713,KILMOGANNY G.S.,73,245600,134500,522735,71945,1946,1980
Kilkenny,2813,TULLOGHER G.S.,128,262800,128900,522430,70435,1946,1970
Kilkenny,713,CASTLECOMER HSE.,118,253800,172700,524810,71210,1908,1964
Kilkenny,2913,BALLYHALE G.S.,55,254300,135300,522800,71205,1946,1990
Kilkenny,413,CUFFESGRANGE G.S.,78,247200,150100,523600,71810,1944,1957
Kilkenny,3013,JOHNSTOWN G.S.,137,230200,166200,524445,73310,1950,1985
Kilkenny,3113,RAILYARD G.S.,148,256100,176800,525020,71005,1950,1969
Kilkenny,1512,PILTOWN (KILDALTON ABBEY),18,246900,122900,522120,71840,1876,1971
Kilkenny,3613,KILKENNY,65,249400,157400,523955,71610,1957,2008
Kilkenny,812,TEMPLEORUM G.S.,124,247800,125700,522250,71750,1943,1955
Kilkenny,813,"FRESHFORD (ST.JOSEPH,S COLL.)",85,240200,163900,524330,72420,1939,1968
Kilkenny,3813,KILKENNY (Lavistown House),58,254300,154200,523810,71150,1962,1973
Kilkenny,3913,COON (HILL VIEW HSE.),158,259400,170200,524645,70710,1970,1975
Kilkenny,4013,COON,178,259600,170600,524700,70700,1975,2015
Kilkenny,4113,CALLAN (Moonarche),79,239315,142660,523203,72517,1978,
Kilkenny,4212,MULLINAVAT G.S.,56,256400,123900,522150,71020,1946,1984
Kilkenny,4312,KILMACOW G.S.,9,257000,117100,521810,70950,1950,1984
Kilkenny,4313,CALLAN (GREEN STREET),73,241400,143500,523228,72323,1984,1990
Kilkenny,4413,TULLAROAN (Ballybeagh),299,233300,157800,524014,73030,1984,2018
Kilkenny,4513,KILKENNY (Lavistown House) II,52,254320,154270,523814,71154,1984,
Kilkenny,914,GLENMORE (RAILWAY STN),30,267700,121000,522010,70025,1946,1954
Kilkenny,4714,PAULSTOWN CASTLE,52,266000,157300,523945,70130,1966,1994
Kilkenny,4813,CALLAN (Mallardstown),70,244100,142300,523148,72100,1990,2013
Kilkenny,513,TULLAROAN G.S.,142,238000,156800,523940,72620,1944,1957
Kilkenny,4913,THOMASTOWN (Mt. Juliet),49,254900,141500,523120,71130,1990,2015
Kilkenny,5013,DUNGARVAN (Castlefield),75,259775,148875,523518,70708,1993,
Kilkenny,5212,MOONCOIN (SILVERSPRING),15,250800,118600,521900,71520,1960,1993
Kilkenny,5214,COOLGREANY CASTLEWARREN,262,259600,162300,524232,70707,1982,
Kilkenny,1913,URLINGFORD G.S.,122,228300,163500,524320,73450,1946,1984
Kilkenny,5413,KILKENNY (CRAMER'S GROVE),85,252700,160900,524147,71313,2001,2002
Kilkenny,5514,PAULSTOWN (Shankill Castle),63,266425,160090,524118,70106,1984,
Kilkenny,5613,KILKENNY (Greenshill),61,250520,156895,523941,71515,2010,
Kilkenny,5713,KILKENNY CASTLE,55,250850,155723,523902,71457,1900,1933
Kilkenny,2013,BALLYRAGGET G.S.,76,245200,171100,524720,71950,1946,1984
Kilkenny,5912,PILTOWN (KILDALTON AGR.COLL.),18,247700,122400,522105,71800,1971,2016
Kilkenny,2113,CORBETSTOWN G.S.,84,250500,165900,524430,71510,1946,1983
Kilkenny,6514,GOWRAN,55,263025,153325,523740,70412,1994,
Kilkenny,6814,GRAIGUENAMANAGH-Ballyogan_House,30,272040,140270,523034,65623,2001,
Kilkenny,6912,MULLINAVAT (Glendonnell),94,257500,123800,522146,70921,1984,
Kilkenny,1114,GLENMORE (RATHINURE),43,267200,120300,521950,70050,1954,1954
Kilkenny,1113,COON (VOC.SCH.),178,259600,170600,524700,70700,1944,1970
Kilkenny,2213,BENNETTSBRIDGE G.S.,37,255300,149100,523525,71100,1946,1993
Kilkenny,7614,BARRAGHCORE HOUSE (GORESBRIDGE),40,268264,155960,523903,65930,1900,1930
Kilkenny,7912,MOONCOIN (CLONMORE),15,249100,117000,521808,71650,1993,1994
Kilkenny,2312,MOONCOIN (VOC.SCH.),53,251000,115800,521730,71510,1939,1994
Kilkenny,2313,CALLAN (ST.AUGUSTINE ST.),72,241700,143500,523230,72305,1946,1984
Kilkenny,2314,CASTLEWARREN (NAT.SCH.),215,260500,160100,524120,70620,1944,1963
Kilkenny,1185,PILTOWN (Agr Coll),23,246855,122470,522108,71847,2018,
Kilkenny,9612,MULLINAVAT_Garrygaug,115,252485,125530,522244,71345,2015,
Kilkenny,9813,M.THOMASTOWN FOREST,247,266300,142700,523155,70120,1995,2012
Kilkenny,2413,STONEYFORD G.S.,46,252400,143000,523210,71340,1946,1984
Kilkenny,1213,KILKENNY G.S.,56,250000,156300,523920,71540,1944,1973
Laois,2614,PORTLAOISE ESB TRAINING CENTRE,98,247100,197400,530130,71755,1946,2013
Laois,1314,PORTARLINGTON (VOC.SCH.),70,254300,212600,530940,71115,1960,1961
Laois,3014,STRADBALLY G.S.,91,257000,196600,530100,70900,1946,1999
Laois,1413,BORRIS IN OSSORY G.S.,113,225000,187600,525620,73740,1946,1981
Laois,3222,CLONASLEE WATERWORKS II,131,231700,210300,530831,73136,1985,
Laois,1485,PORTLAOISE WWTP,91,246500,199605,530243,71827,2018,
Laois,3313,ABBEYLEIX G.S.,102,243800,184700,525440,72055,1951,1966
Laois,1513,WOLFHILL G.S.,210,260000,183600,525400,70630,1946,1969
Laois,3413,BALLACOLLA G.S.,91,237300,181400,525255,72645,1951,1964
Laois,3513,SLIEVE BLOOM MTNS.(Nealstown),219,219900,193600,525935,74215,1953,
Laois,3713,BALLYFIN (PATRICIAN COLL.),155,238400,200700,530320,72540,1958,1963
Laois,814,MOUNTMELLICK (ANNGROVE),82,245000,206900,530640,71940,1941,1963
Laois,3814,PORTARLINGTON G.S.,70,254200,212400,530935,71120,1951,1984
Laois,1613,BALLINAKILL (SALESIAN COLL.),181,247500,181600,525300,71740,1946,1966
Laois,4213,PARKNAHOWN CULLAHILL,110,234300,173900,524855,72930,1981,
Laois,1713,DURROW G.S.,85,240800,177200,525040,72340,1946,1990
Laois,4414,BALLYBRITTAS,90,257700,207100,530640,70820,1964,1983
Laois,4614,PORTLAOISE (Coolnamona),122,245600,194900,530010,71915,1966,2006
Laois,913,MOUNTRATH (BAUNREAGH FOR.),243,229400,202200,530410,73340,1914,1969
Laois,4713,ABBEYLEIX,104,243800,184800,525443,72057,1985,2000
Laois,113,ABBEYLEIX (Laburnum Lodge),122,244800,185300,525500,72000,1938,1942
Laois,1813,RATHDOWNEY G.S.,102,228300,178100,525110,73450,1946,1990
Laois,4914,EMO COURT,91,254100,206300,530615,71130,1974,2001
Laois,5113,AUGHNACROSS,229,250300,182200,525318,71510,1994,2003
Laois,5213,BALLACOLLA (FARREN HOUSE),116,235200,184800,525446,72834,1996,2003
Laois,5313,BALLYROAN (Oatlands),134,245325,186195,525530,71937,2000,
Laois,522,CLONASLEE W.W.,120,231800,210800,530850,73130,1943,1961
Laois,5513,DURROW,84,241200,177300,525041,72318,2010,
Laois,213,RATHDOWNEY (Voc.Sch.),102,228100,177800,525100,73500,1939,1946
Laois,7485,NEALSTOWN,220,219910,193570,525934,74215,2021,
Laois,8385,DURROW_Castlewood,104,242315,177405,525047,72222,2021,
Laois,613,ABBEYLEIX (BLANDSFORT),164,248200,186900,525550,71700,1874,1981
Laois,9913,M.MOUNTRATH(BAUNREAGH FOR.),244,229200,202200,530410,73350,1973,1994
Laois,9922,M.SLIEVE BLOOM MTNS.(THE CUT),427,229600,204700,530530,73330,1943,1971
Leitrim,1237,CARRIGALLEN G.S.,88,223100,302900,535830,73850,1942,2010
Leitrim,2540,ROSSINVER,32,193300,350300,542403,80611,1984,2004
Leitrim,1240,KILTYCLOGHER,70,197700,345500,542130,80210,1951,2003
Leitrim,1340,KINLOUGH G.S.,43,181400,355300,542645,81715,1951,2011
Leitrim,729,LEITRIM G.S.,0,195800,304600,535925,80350,1951,1955
Leitrim,3129,CLOONE G.S.,61,214000,299500,535640,74710,1944,1986
Leitrim,3140,ROSSINVER ORGANIC CENTRE,53,192200,349400,542335,80713,1997,
Leitrim,1436,MANORHAMILTON G.S.,62,188400,339700,541820,81040,1942,1981
Leitrim,3229,MOHILL (TRANS.STN.),49,209500,296400,535500,75120,1944,1984
Leitrim,3240,KINLOUGH (EDENVILLE),55,182900,355900,542703,81551,1999,2002
Leitrim,236,KILLARGUE G.S.,88,186400,331300,541350,81230,1942,1955
Leitrim,3336,LOUGH GLENCAR,55,177015,342945,542005,82115,1993,
Leitrim,3337,BALLINAMORE,82,214700,313400,540410,74630,1963,2005
Leitrim,1537,GLENFARNE G.S.,70,200900,337800,541720,75910,1942,1984
Leitrim,3737,BALLINAMORE (Creevy),73,210600,310400,540235,75020,1968,1971
Leitrim,3837,FENAGH (FOXFIELD N.S.),76,210900,307500,540100,75000,1971,1973
Leitrim,3929,DRUMKEERAN (VOC.SCH.),110,190600,324500,541010,80840,1944,1987
Leitrim,3937,AUGHNASHEELAN (Miskawn),155,208500,315100,540505,75210,1971,
Leitrim,1637,KESHCARRIGAN G.S.,69,203800,307700,540105,75630,1942,
Leitrim,1729,DRUMSHANBO,54,196000,312500,540340,80340,1893,
Leitrim,1829,DROMOD (Ruskey),42,205300,286200,534930,75510,1894,
Leitrim,1837,BALLINAMORE (MARYVILLE),69,213500,311500,540310,74740,1944,1976
Leitrim,5385,BALLINAMORE,82,212880,312130,540330,74815,2019,
Leitrim,1936,DROMAHAIR (Market St.),27,180600,331500,541355,81750,1960,
Leitrim,5629,CLOONE(AUGHNAGLACE HOUSE),90,215700,302200,535808,74540,1984,1993
Leitrim,529,CARRICK-ON-SHANNON (MONASTERY),49,194500,300100,535700,80500,1935,1948
Leitrim,5937,BALLINAMORE (CREEVY NO.2),72,210600,311200,540258,75017,2006,
Leitrim,536,DROMAHAIR,15,179900,331700,541400,81830,1944,1960
Leitrim,6137,BALLINAMORE-Tullyoscar,55,211400,311400,540307,74935,2009,
Leitrim,6237,CARRIGALLEN (Calloughs),91,222400,304100,535907,73928,2010,
Leitrim,6229,DRUMKEERAN VOCATIONAL SCHOOL II,76,191100,324500,541010,80810,1987,1999
Leitrim,2137,BENBRACK MTN. (POTTORE),177,207600,316200,540540,75300,1944,1971
Leitrim,7029,MOHILL (DRUMCOLLIGAN),76,207000,298100,535557,75337,1999,2006
Leitrim,1129,FARNAUGHT G.S.,57,212100,290500,535150,74900,1944,1955
Leitrim,2236,MANORHAMILTON (Amorset),76,188200,339800,541825,81055,1981,
Leitrim,9929,M.SLIEVE ANIERIN,579,201900,315800,540530,75815,1970,1972
Limerick,2511,KILFINANE G.S.,190,168400,122800,522120,82750,1943,1985
Limerick,2611,LIMERICK (O'CURRY ST.)G.S.,15,157200,156700,523935,83800,1944,1977
Limerick,2610,ATHEA (Templeathea),122,115225,135855,522805,91453,1985,
Limerick,1310,TOURNAFULLA G.S.,160,122100,124500,522200,90840,1943,1995
Limerick,1311,KILMEEDY (HEATHFIELD),158,139700,130100,522510,85310,1938,1963
Limerick,2811,ADARE G.S.,8,146400,146100,523350,84725,1951,1983
Limerick,711,DRUMCOLLOGHER G.S.,121,138700,120600,522000,85400,1943,1945
Limerick,710,ATHEA G.S.,81,112400,134900,522730,91720,1941,1985
Limerick,410,ABBEYFEALE (SPRINGMOUNT),112,115300,128000,522350,91440,1917,1975
Limerick,2911,ASKEATON G.S.,15,134300,150300,523600,85810,1951,1972
Limerick,411,KNOCKLONG (KILFRUSH),98,171500,133900,522720,82510,1917,1951
Limerick,3011,SHANAGOLDEN G.S.,35,125400,147300,523420,90600,1951,1981
Limerick,1410,ABBEYFEALE (ST.ITA'S COLL.),64,111500,126500,522300,91800,1947,1983
Limerick,3019,CAPPAMORE G.S.,60,177000,151500,523650,82020,1943,1987
Limerick,1419,GLENSTAL PRIORY,116,173700,156700,523940,82320,1956,1959
Limerick,3111,CAHERCONLISH G.S.,64,168200,149000,523530,82810,1951,1993
Limerick,3119,OOLA G.S.,84,182500,142200,523150,81530,1943,1994
Limerick,3212,GALBALLY G.S.,116,179800,127600,522400,81750,1943,1985
Limerick,3211,CROOM (VOC.SCH.),34,151600,141300,523115,84245,1951,1983
Limerick,3285,SPRINGFIELD CASTLE,101,135070,122700,522109,85713,2019,
Limerick,3310,ABBEYFEALE (Caherlane),155,112590,122980,522107,91701,2010,
Limerick,110,ABBEYFEALE (Presbytery),91,112600,126500,522300,91700,1936,1944
Limerick,3485,CLAREVILLE WTP,17,164310,161305,524207,83143,2019,
Limerick,811,FEDAMORE G.S.,86,159500,143800,523240,83550,1943,1952
Limerick,3711,BRUFF,80,163100,136500,522842,83238,1952,1997
Limerick,3811,KILMEEDY G.S.,108,137600,129700,522455,85500,1952,1995
Limerick,4111,HOSPITAL (VOC.SCH.),101,170700,135400,522810,82550,1957,2001
Limerick,4211,SHANAGOLDEN (VOC.SCH.),30,125600,147300,523420,90550,1960,1994
Limerick,4311,KILMALLOCK (L.GUR),91,164000,139900,523035,83150,1961,1965
Limerick,4319,MURROE G.S.,89,173100,155300,523855,82350,1951,2012
Limerick,4411,LIMERICK (SEXTON ST.)C.B.S.,17,157900,156500,523930,83720,1962,1966
Limerick,4419,PALLAS G.S.,58,177200,146400,523405,82010,1951,1967
Limerick,4511,HERBERTSTOWN (AGR.RES.STN.),94,169700,141600,523130,82645,1964,1965
Limerick,4711,ASKEATON(CLOONREASK) G.S.,17,133800,150300,523600,85840,1973,1977
Limerick,1811,PATRICKSWELL G.S.,24,152000,149800,523550,84230,1943,1985
Limerick,4811,PATRICKSWELL (Dooneen),27,154455,149470,523542,84022,1981,
Limerick,511,LIMERICK (THE CRESCENT),20,157100,156200,523920,83800,1926,1955
Limerick,4911,CASTLEMAHON W.W.,58,131515,131260,522544,90027,1982,
Limerick,5011,LIMERICK (OLD CORK ROAD),30,159800,155100,523845,83540,1984,1995
Limerick,5111,RATHKEALE (Duxton),90,138095,136815,522847,85443,1984,
Limerick,310,SUGAR HILL,244,119400,132600,522620,91110,1948,1963
Limerick,1911,RATHKEALE G.S.,46,136300,141900,523130,85620,1943,1969
Limerick,311,FOYNES (VOC.SCH.),7,125500,150400,523600,90600,1918,1939
Limerick,5306,MOUNT RUSSELL,195,161250,119905,521947,83409,1984,
Limerick,5411,KILFINNANE EDUCATION CENTRE,165,168000,123200,522135,82813,1987,2000
Limerick,1011,LIMERICK (MULGRAVE ST.),29,158100,156800,523940,83710,1895,1967
Limerick,5611,LIMERICK (GOLF CLUB),20,157500,152700,523725,83740,1990,1995
Limerick,1985,ADARE MANOR,15,146805,144965,523314,84706,2018,
Limerick,5711,NEWCASTLE WEST (Castle Demesne),61,127585,133740,522703,90957,1992,
Limerick,2011,GLIN G.S.,20,113000,147200,523410,91700,1943,1994
Limerick,5811,MEANUS,50,158400,140200,523042,83645,1993,2004
Limerick,5919,CASTLECONNELL,37,167805,162325,524241,82838,1979,2018
Limerick,6011,SPRINGFIELD CASTLE,110,135215,122385,522059,85705,1994,2019
Limerick,6085,ABBEYFEALE_WWTP,58,111026,127321,521126,83909,2020,
Limerick,6111,SHANAGOLDEN (Old Abbey),34,128010,147660,523433,90345,1994,
Limerick,6211,CROAGH (Smithfield),72,141760,143675,523230,85133,1999,
Limerick,6311,BALLYHAHILL_Glenbawn,187,118100,140700,523043,91225,2000,
Limerick,2111,NEWCASTLEWEST G.S.,60,128100,133700,522700,90330,1943,1971
Limerick,6411,ADARE MANOR,15,146900,145000,523313,84700,2004,
Limerick,6419,COOGA (Lower Doon),88,181630,150790,523630,81619,1984,
Limerick,6511,KNOCKADERRY (Lissaniska),81,133315,134120,522718,85854,2014,
Limerick,211,FOYNES (Coolnavee),15,124300,150400,523600,90700,1900,1944
Limerick,6911,LIMERICK (GEORGES STREET),16,157371,156683,523936,83751,1900,1919
Limerick,7106,KILBEHENY (BALLINATONA),122,187500,115700,521735,81100,1992,1996
Limerick,2211,BALLYNEETY G.S.,86,162900,149700,523550,83250,1943,1990
Limerick,7606,GALTEE W.W. (LOUGHANANNA),209,187400,118000,521850,81105,1996,2001
Limerick,611,FOYNES AIRPORT,4,124900,151400,523630,90630,1937,1946
Limerick,2311,BALLYLANDERS G.S.,162,176500,124300,522210,82040,1943,1985
Limerick,2385,MOUNT RUSSELL,196,161275,119935,521948,83408,2018,
Limerick,619,CASTLECONNELL RECTORY,0,166200,163000,524300,83000,1914,1939
Limerick,2411,KILMALLOCK G.S.,89,160900,127400,522350,83430,1943,1999
Limerick,1211,PALLASKENRY (AGRIC.COLL.),21,141700,155100,523840,85140,1933,1973
Longford,630,EDGEWORTHSTOWN G.S.,104,225900,271700,534140,73630,1944,1997
Longford,1230,ABBEYSHRULE G.S.,64,223100,258900,533445,73905,1952,1969
Longford,2829,KENAGH G.S.,72,212300,263600,533720,74850,1944,1967
Longford,2929,NEWTOWNCASHEL G.S.,76,204000,259600,533510,75620,1944,1986
Longford,3029,DRUMLISH G.S.,83,215500,285300,534900,74550,1944,1964
Longford,1429,BALLINALEE (FOR.STN.),61,222700,280500,534625,73920,1953,1963
Longford,1430,BALLYMAHON (VOC.SCH.),58,215200,257600,533405,74615,1957,1994
Longford,1629,CLOONDRA O.P.W.,48,206000,276000,534400,75430,1893,1996
Longford,4029,KENAGH (DERRAGHAN),59,206200,263300,533710,75425,1951,1993
Longford,4429,LONGFORD (St.Joseph's Hospital),55,214000,274900,534325,74715,1954,1988
Longford,4929,LANESBORO (Doire Dharog),49,204400,268900,534010,75600,1964,
Longford,1830,GRANARD SPRINGSTOWN,70,238100,280900,534633,72518,1985,2005
Longford,5129,KENAGH (LOUGH BANNOW),61,209700,263900,533730,75110,1970,1998
Longford,5329,LONGFORD (KNOCKAHAW),85,214900,274600,534315,74630,1975,1980
Longford,5429,KENAGH BEGNAGH,46,208000,273100,534228,75243,1983,1998
Longford,2029,CASTLEFORBES,47,209300,280000,534610,75130,1911,1962
Longford,1030,GRANARD G.S.,136,233700,281300,534650,72920,1944,1975
Longford,6529,DERRYCOLUMB,52,208100,261100,533600,75243,1993,1998
Longford,130,BALLYMAHON (Newcastle),61,218800,256800,533340,74300,1904,1969
Longford,6829,TERMONBARRY,50,205500,276800,534427,75500,1996,
Longford,7229,GRANARD (Ballymore),72,230000,282400,534725,73242,2005,
Longford,2329,BALLINAMUCK,90,219400,289300,535110,74220,1930,1975
Louth,9938,M.DUNDALK (BALLYMAKELLETT),232,310600,312500,540300,61840,1915,2017
Louth,2438,DUNDALK (MT.PLEASANT),27,307200,311200,540220,62150,1966,1973
Louth,338,GREENORE,6,322500,310700,540150,60750,1876,1966
Louth,2538,DUNDALK (CASTLETOWN MT.),46,303100,308200,540045,62540,1967,1991
Louth,1238,LOUTH G.S.,37,296100,301400,535710,63210,1943,1990
Louth,2638,ARDEE (Boharnamoe),31,294194,290338,535115,63410,1968,2020
Louth,2738,ARDEE O.P.W.,29,295800,291200,535140,63235,1970,2011
Louth,2838,TERMONFECKIN (AN GRIANAN),15,314300,279800,534520,61600,1970,1997
Louth,1338,OMEATH,12,314155,316690,540512,61523,1943,
Louth,2938,MELLIFONT ABBEY,183,300300,283200,534720,62840,1975,2017
Louth,138,DUNDALK (Soldier's Point),6,308200,307800,540030,62100,1946,1959
Louth,1438,CLOGHERHEAD G.S.,23,316400,283900,534730,61400,1943,1983
Louth,3238,CASTLEBELLINGHAM LYNNS,21,307500,295000,535336,62150,1985,2013
Louth,3338,CLOGHER HEAD (Port),27,313300,289500,535034,61640,1985,
Louth,3438,RIVERSTOWN (Glenmore Upper),165,315500,311000,540208,61415,1985,
Louth,3538,TOGHER (Barmeath Castle),79,309700,287600,534935,62002,1987,
Louth,1538,DUNLEER G.S.,38,305700,287800,534945,62340,1951,1990
Louth,3738,DUNDALK (KNOCKBRIDGE),59,301300,303700,535821,62721,1991,2006
Louth,3831,DROGHEDA (KILLINEER),47,307300,277400,534407,62228,1970,2004
Louth,438,ARDEE (LISRENNY),23,296000,295200,535350,63220,1885,1971
Louth,1638,CARLINGFORD G.S.,14,318700,311800,540230,61115,1951,1990
Louth,4231,DROGHEDA SAINT OLIVERS,34,306000,274800,534244,62339,1982,1982
Louth,485,ARDEE (Bohernamoe),34,294180,290285,535113,63410,2017,
Louth,1738,HACKBALLSCROSS G.S.,69,296700,310200,540155,63125,1951,1984
Louth,1838,ARDEE (St.Brigid's Hosp.),32,295505,290615,535123,63258,1952,
Louth,1938,BUSH (VOC.SCH.),40,318600,306800,535950,61130,1954,1968
Louth,5780,LH_DUNDALK,10,311800,304300,535834,61743,2000,
Louth,2031,COLLON G.S.,128,300000,282000,534640,62900,1943,1990
Louth,538,DUNDALK (Annaskeagh W.W.),61,308015,312670,540307,62105,1914,2017
Louth,2131,DROGHEDA (TRANS.STN.),23,305800,276200,534330,62350,1943,1975
Louth,585,DUNDALK (Annaskeagh),61,308010,312665,540307,62106,2017,
Louth,2138,"OMEATH (ST.MICHAEL,S)",3,315300,315400,540430,61420,1963,1970
Louth,2238,ARDEE (DE LA SALLE),30,296300,290100,535105,63210,1963,1964
Louth,1138,CASTLEBELLINGHAM G.S.,16,305900,295700,535400,62320,1943,1964
Louth,2338,DUNDALK (HEYNESTOWN RECTORY),14,303800,301400,535705,62510,1963,1966
Mayo,9933,M.GLENNAMONG,30,94600,302400,535735,93620,1971,1992
Mayo,2427,SHRULE G.S.,32,127800,252700,533110,90520,1941,1986
Mayo,2434,BUNNAHOWEN (MUINGNACHREE),30,75300,327300,541045,95439,2003,2007
Mayo,134,BLACKSOD POINT S.W.S.,5,64600,319100,540610,100410,1884,1956
Mayo,2435,KEENAGH BEG,91,102840,310680,540210,92901,1944,
Mayo,633,LOUISBURGH G.S.,9,80800,280900,534550,94830,1942,1991
Mayo,634,BALLYCROY G.S.,21,80500,307200,540000,94920,1942,1983
Mayo,1235,BALLYVARY G.S.,25,124400,294500,535340,90900,1942,1984
Mayo,1233,MULRANY (Doughbeg),15,81105,294450,535309,94832,1984,
Mayo,635,CHARLESTOWN G.S.,69,147700,302200,535800,84750,1942,1960
Mayo,2535,CLOUGHBRACK FAR,81,110900,305300,535920,92130,1944,1988
Mayo,1234,BELLACORRICK (LACHTANVACK),95,100400,325000,540950,93130,1968,2004
Mayo,2534,INVER,15,78600,35200,541505,95147,2003,2005
Mayo,133,NEWPORT HOUSE,18,98100,293900,535305,93300,1952,1953
Mayo,135,BALLINA RECTORY,25,124800,319200,540700,90900,1933,1944
Mayo,2634,BARNATRA (KNOCKNALOWER),72,81900,334200,541435,94845,2005,2007
Mayo,2635,DERRYHILLAGH,104,108875,310255,540201,92329,1944,
Mayo,226,LOUISBURGH (Uggool),27,75600,267700,533840,95250,1954,1956
Mayo,2727,CLAREMORRIS,69,134500,273900,534240,85929,1943,2011
Mayo,2734,DOONCARTON,38,79345,337555,541621,95110,2010,
Mayo,2735,CASTLEBAR G.S.,41,114500,290000,535110,91800,1945,1970
Mayo,2827,BALLYHAUNIS (VOC.SCH.),98,148700,279600,534550,84640,1944,1972
Mayo,1333,CLARE ISLAND II,64,69700,286500,534843,95843,1990,2007
Mayo,2826,DRUMMIN (Tawneyard),73,91175,267850,533857,93847,2012,
Mayo,1334,BELLACORRICK (SRAHNAKILLY),93,97500,323300,540855,93410,1968,2004
Mayo,1335,BALLINA (TRANS.STN.),21,125200,318900,540650,90840,1942,1969
Mayo,2835,PONTOON (TERRYBAUN),30,118700,305100,535920,91425,1951,1984
Mayo,2834,BALLYCROY (Knockmoyleen),107,79395,313570,540326,95033,2012,
Mayo,3035,CASTLEBAR (Burren),137,114165,296875,535451,91825,1952,
Mayo,1427,BALLYGLASS G.S.,41,123000,276900,534410,91000,1941,1984
Mayo,234,ROSSPORT G.S.,18,82800,338400,541650,94800,1942,1953
Mayo,1433,WESTPORT (Carrabawn),56,99410,283605,534733,93138,1993,
Mayo,733,NEWPORT (SRAHMORE),15,96600,302500,535740,93430,1956,1962
Mayo,1435,BALLYCASTLE G.S.,43,110600,337400,541640,92220,1942,1988
Mayo,233,MALLARANNY,37,82800,296600,535420,94700,1901,1957
Mayo,1434,GEESALA,30,76300,323100,540830,95335,1971,1983
Mayo,735,BONNICONLON G.S.,75,132800,318500,540640,90140,1942,1988
Mayo,734,GLENAMOY G.S.,18,89900,333900,541430,94120,1942,1986
Mayo,3235,FOXFORD (UMMOON),17,127600,299600,535625,90610,1953,1991
Mayo,235,CASTLEBAR RECTORY,44,114500,289700,535100,91800,1924,1945
Mayo,3327,BALLINDINE G.S.,56,136700,269300,534010,85730,1952,1984
Mayo,3335,STRAIDE,21,126045,297880,535530,90735,1963,2020
Mayo,3435,SWINFORD (DUBLIN RD.),64,137900,300000,535645,85645,1967,2000
Mayo,427,BALLYHEAN G.S.,36,113400,283600,534740,91850,1941,1962
Mayo,1527,HOLLYMOUNT G.S.,39,126200,268500,533940,90700,1941,2006
Mayo,3527,TOURMAKEADY G.S.,46,108900,266800,533835,92240,1955,1984
Mayo,3535,BELLACORRICK (SHANVOLAHAN),87,101900,319700,540700,93000,1968,2004
Mayo,1534,GLENTURK,30,86200,330400,541235,94440,1971,1991
Mayo,1533,SRAHMORE,30,97200,304800,535857,93400,1994,2000
Mayo,1535,KILLALA G.S.,9,120500,330100,541250,91310,1942,1988
Mayo,434,BANGOR ERRIS G.S.,38,86000,323100,540840,94440,1942,1982
Mayo,3735,BALLINA (Shanaghy),24,125690,318390,540633,90813,1969,
Mayo,433,LOUISBURGH (OLD HEAD HOTEL),37,83000,282100,534630,94630,1930,1973
Mayo,435,KILKELLY,94,144100,291100,535200,85100,1942,1949
Mayo,3835,SWINFORD (BARNACOGUE),131,143000,296600,535455,85205,1976,1994
Mayo,3827,BALLINROBE (CREAGH),30,116800,266000,533815,91530,1962,1990
Mayo,3935,KILTIMAGH G.S.II,59,133800,289000,535045,90020,1979,1991
Mayo,826,CARROWKENNEDY G.S.,78,96800,273500,534205,93345,1951,1970
Mayo,1627,PARTRY G.S.,30,115400,272700,534150,91650,1941,1994
Mayo,1633,CURRAUN,15,73100,292800,535208,95545,1994,1998
Mayo,1635,CROSSMOLINA G.S.,26,113700,317600,540600,91910,1942,2000
